"Цена";"Валюта";"Наименование";"Ссылка";"Описание";"Размеры";"";"Изображение";"Маленькое изображение"
"1800";"RUB";"865-3 Комплект 56-66рр";"http://stile-n.ru/products/865-3-komplekt-56-66rr";"Юбка состав 70% полиэстер, 30% вискоза (трикотаж плотный) Юбка на резинке, со шлицей Длина юбки  68см Джемпер состав 95% полиэстер, 5%лайкра (трикотаж отоман, средней плотности) Джемпер свободный, с лампасами Длина по спинке джемпера  - 70см Рост модели 172см, размер 58 (объем груди 118см)";"56-58";"";"http://stile-n.ru/files/products/parf9598.800x600.jpg?afeb291cf3e556eb3fc8317cbfce2ea2";"http://stile-n.ru/files/products/parf9598.340x450.jpg?29ae51748dc5913a197a29638eea88c2"
"1850";"RUB";"865-1 Комплект 56-66рр";"http://stile-n.ru/products/865-1-komplekt-56-66rr";"Юбка состав 70% полиэстер, 30% вискоза (трикотаж плотный) Юбка на резинке, со шлицей, без лампас Длина юбки 68см Джемпер состав 100% хлопок (футер-петля) Джемпер свободный, с лампасами Длина по спинке джемпера  - 70см Рост модели 172см, размер 58 (объем груди 118см)";"56-58, 64-66";"";"http://stile-n.ru/files/products/parf0063.800x600.jpg?cdb5f90659c3665b7b2a0fb4e6821923";"http://stile-n.ru/files/products/parf0063.340x450.jpg?7285acafd451081e6fb91d4eb3a5d7dd"
"1790";"RUB";"Платье 149-2 56-66рр";"http://stile-n.ru/products/plate-149-2-56-66rr";"состав 100% хлопок Платье-рубашка Платье на груди имеет термоаппликацию Юбка платья выполнена из хлопка с вышивкой Длина платья 110см, рукав 28см  Рост модели 172см, размер 58 (объем по груди118см)";"56-58";"";"http://stile-n.ru/files/products/parf9488.800x600.jpg?adf3c85896e3026d15ae24cc9cdae1bb";"http://stile-n.ru/files/products/parf9488.340x450.jpg?4e5768eb9d95c9b24d033921b4c5f52d"
"1250";"RUB";"Платье 420-3 56-66р";"http://stile-n.ru/products/plate-420-3-56-66r";"состав 50% хлопок, 50% полиэстер (трикотаж, средней плотности) Платье свободное, без обработки Длина платья 108см  Рост модели 172см, размер 58 (объем по груди118см)";"56-58";"";"http://stile-n.ru/files/products/parf9522.800x600.jpg?85e2b26a390bdbc0e0b305d0bd24f979";"http://stile-n.ru/files/products/parf9522.340x450.jpg?bd81f11239d1be27d24b85e58a15971f"
"1190";"RUB";"Платье 072-11 56-66рр";"http://stile-n.ru/products/plate-072-11-56-66rr";"состав 95% вискоза, 5% лайкра (трикотаж жаккард) Платье А-силуэта На спинке вырез - уголок (кружево)Длина по спинке 105см, рукав 40см";"56-58";"";"http://stile-n.ru/files/products/parf9533.800x600.jpg?4c3eb2c5b30a048570ecb73d5c02da3f";"http://stile-n.ru/files/products/parf9533.340x450.jpg?51a335a977b261a161296ad14389a9c5"
"1650";"RUB";"Платье 350-2 56-66рр";"http://stile-n.ru/products/plate-350-2-56-66rr";"состав 95% вискоза, 5% эластан (трикотаж, хорошего качества, не просвечивает) Платье свободное, рукав длинный Длина по спинке - 128см, длина рукав от горловины - 61см";"56-58";"";"http://stile-n.ru/files/products/parf9768.800x600.jpg?1b9d5f9505d919f0fcb35055cfce961c";"http://stile-n.ru/files/products/parf9768.340x450.jpg?5d6e7d8e6994e2b22cf88d26379cf96b"
"1600";"RUB";"Платье 250-2 56-66рр";"http://stile-n.ru/products/plate-250-2-56-66rr";"состав 100% полиэстер (шифон)  Платье свободное, рукав 3/4 (на резинке)  Верх платья и юбка платья двойной шифон Длина платья по спинке - 123см, рукав 45см Рост модели 172см, размер модели 58";"56-58, 64-66";"";"http://stile-n.ru/files/products/parf9676.800x600.jpg?5b1d51d0998a216c4967e61f223d1ca7";"http://stile-n.ru/files/products/parf9676.340x450.jpg?3b3b239295c080f14ec85aaf0ec4440f"
"1790";"RUB";"Платье 003-16 56-66рр";"http://stile-n.ru/products/plate-003-16-56-66rr";"состав 100% полиэстер (шифон и креп-трикотаж) Платье свободное от линии груди Верх - креп-трикотаж Юбка  - двойной шифон Длина по спинке 140см  Рост модели 172см, размер 58 (объем по груди118см)";"56-58";"";"http://stile-n.ru/files/products/parf9854.800x600.jpg?fb2d125ec7e04dcf64bea4f3edc1cf79";"http://stile-n.ru/files/products/parf9854.340x450.jpg?4a984acc416c0837564f0ab408ae600d"
"1250";"RUB";"Платье 410-3 56-66рр, бирюза";"http://stile-n.ru/products/plate-410-3-56-66rr-biryuza";"состав 100 % полиэстер (креп) Длина по спинке - 103см, рукав - 40см";"56-58, 60-62";"";"http://stile-n.ru/files/products/parf8104_1.800x600.jpg?9d182f7154016683ef8e32a82497902a";"http://stile-n.ru/files/products/parf8104_1.340x450.jpg?7cd8e6a38774a1fea4769cca59f1e7c7"
"1850";"RUB";"Платье 378-3 56-66рр по 1850р";"http://stile-n.ru/products/plate-378-3-56-66rr-po-1850r";"состав 100% полиэстер (креп) Платье свободное, с карманами Длина по спинке 130см, рукав 27см Рост модели 172см, размер 58 (объем груди 118см)";"60-62";"";"http://stile-n.ru/files/products/parf9819.800x600.jpg?06a8fba46e32f0ddfad3b422fe9f5c07";"http://stile-n.ru/files/products/parf9819.340x450.jpg?87bac5fe8063e8c97a191e4334042322"
"1050";"RUB";"Платье 575-3 56-64рр";"http://stile-n.ru/products/plate-575-3-56-64rr";"состав 100% полиэстер (креп, не тянется) Платье свободное, с карманами Длина платья 110см";"56, 58, 60, 62, 64";"";"http://stile-n.ru/files/products/parf7993.800x600.jpg?ace2536b92920ca2c23abd809e042af3";"http://stile-n.ru/files/products/parf7993.340x450.jpg?0f049cbe9a8411465e66a2fed5e5f7e0"
"1100";"RUB";"Платье 179-18 58-68рр";"http://stile-n.ru/products/plate-179-18-58-68rr";"состав 95% вискоза,5% эластан (трикотаж вискоза) Платье свободное, кокетка по переду выполнена из кружева Длина платья по спинке 108см, рукав 30 см";"58-62";"";"http://stile-n.ru/files/products/parf8170_1.800x600.jpg?21a7ca8feec87084b27733709c014e43";"http://stile-n.ru/files/products/parf8170_1.340x450.jpg?ccffa22c23bf3b85bc78849d6f9d49c0"
"1200";"RUB";"Платье 571-2 56-66рр";"http://stile-n.ru/products/plate-571-2-56-66rr";"состав 100% полиэстер (креп, средней плотности, не просвечивает) Платье свободное, на спинке в центральном шве потайная молния Длина платья  - 106см";"56-58";"";"http://stile-n.ru/files/products/parf8086.800x600.jpg?f6dbde03ce4557dfb6aad2112eea2597";"http://stile-n.ru/files/products/parf8086.340x450.jpg?88ef91343fe158191ab530065c265dba"
"1490";"RUB";"Платье 555-14 54-64рр";"http://stile-n.ru/products/plate-555-14-54-64rr";"состав 100% полиэстер (костюмная ткань барби) Платье полуприлегающее, с карманами Без замка Длина по спинке - 108см, длина рукава от горловины 52см";"56, 54, 58, 60, 62";"";"http://stile-n.ru/files/products/parf7803.800x600.jpg?9d62d601dcd939214e0be3e4fbafdb36";"http://stile-n.ru/files/products/parf7803.340x450.jpg?2596835a2a8584545d7daf99e01f981c"
"990";"RUB";"Платье 061-30 56-66рр";"http://stile-n.ru/products/plate-061-30-56-66rr";"состав 50% хлопок, 45% полиэстер, 5% эластан (трикотаж джерси) Платье полуприлегающее Длина по спинке -   105 см, рукав - 42см";"56";"";"http://stile-n.ru/files/products/parf7683.800x600.jpg?d255bd868a531a2e2a9876719dd2dbca";"http://stile-n.ru/files/products/parf7683.340x450.jpg?04bfecf957e6e182ce020d188d52f888"
"1450";"RUB";"Платье 130-13 горох 56-64рр";"http://stile-n.ru/products/plate-130-13-goroh-56-64rr";"состав 30% вискоза, 70% полиэстер (костюмная ткань ""барби"", нестрейч) Платье полуприлегающее, в центральном шве по спинке - замок Длина по спинке 108см, рукав 30см";"58, 56";"";"http://stile-n.ru/files/products/parf7752.800x600.jpg?58a8721487c1a90594cb882f2d253cad";"http://stile-n.ru/files/products/parf7752.340x450.jpg?26a5776ae0203e6fae12301d6459b14c"
"1490";"RUB";"Платье 126-5 56-64р";"http://stile-n.ru/products/plate-126-5-56-64r";"состав 100% хлопок-жаккард Платье А-силуэта Длина платья - 115см, длина рукава от горловины - 37см пояс входит в стоимость платья";"58, 60, 62, 64";"";"http://stile-n.ru/files/products/parf7642.800x600.jpg?c7bda392039e8930a1e663908c936f27";"http://stile-n.ru/files/products/parf7642.340x450.jpg?4e1e78975d8e60c1316d172079fae8a9"
"1390";"RUB";"Платье 2в1-23 56-64рр";"http://stile-n.ru/products/plate-2v1-23-56-64rr";"состав50% вискоза,45% полиэстер,5%эластан Имитация костюма Платье имеет шлицу Длина платья  -  106 см, длина рукава  - 45 см";"56, 60, 62, 64";"";"http://stile-n.ru/files/products/parf7537.800x600.jpg?7dff49f11d6dbd2eadab35d9d9474d57";"http://stile-n.ru/files/products/parf7537.340x450.jpg?996d20afb8054b1027844f5d807698d7"
"1500";"RUB";"Платье 235-25 56-70рр";"http://stile-n.ru/products/plate-235-25-56-70rr";"состав 100% полиэстер (плотный трикотаж, всесезонный) Палтье с карманами, свободное Длина по спинке - 122см, рукав спущенный";"60-62";"";"http://stile-n.ru/files/products/parf7454.800x600.jpg?aa3b2b9ca08756f8e65dd202d6d8d3fa";"http://stile-n.ru/files/products/parf7454.340x450.jpg?d88d64aad991c2816b1508bc47d09130"
"1500";"RUB";"Платье 235-26 56-70рр";"http://stile-n.ru/products/plate-235-26-56-70rr";"состав 100% полиэстер (плотный трикотаж, всесезонный) Палтье с карманами, свободное Длина по спинке - 122см, рукав спущенный";"56-58, 64-66";"";"http://stile-n.ru/files/products/parf7440.800x600.jpg?606f1993a81509412d8ed64d6c8591e5";"http://stile-n.ru/files/products/parf7440.340x450.jpg?d67718aafb2adc345bae58c71db3195b"
"1290";"RUB";"Платье 305-6 56-70р, ментол";"http://stile-n.ru/products/plate-305-6-56-70r-mentol";"состав 50%вискоза, 45% полиэстер, 5%эластан (трикотаж жаккард) Платье свободное, низ расклешенный Длина по переду 105см, спинка - 110см";"56-58";"";"http://stile-n.ru/files/products/parf7585.800x600.jpg?1239bbb325f95bbe29b9a7bb49f42d8f";"http://stile-n.ru/files/products/parf7585.340x450.jpg?71a987f0152b82086f214f36b93ff8f2"
"1290";"RUB";"Платье 305-5 56-66рр";"http://stile-n.ru/products/plate-305-5-56-66rr";"состав 50%вискоза, 45% полиэстер, 5%эластан (трикотаж жаккард) Платье свободное, низ расклешенный Длина по переду 105см, спинка - 110см";"56-58";"";"http://stile-n.ru/files/products/parf7394.800x600.jpg?8ca0b91424762add0a4cc696b93bbb3a";"http://stile-n.ru/files/products/parf7394.340x450.jpg?81b39c60219a5c49b8347d688a3e38a7"
"1290";"RUB";"Платье 305-7 56-70рр, пудра";"http://stile-n.ru/products/plate-305-7-56-70rr-pudra";"состав 50%вискоза, 45% полиэстер, 5%эластан (трикотаж жаккард) Платье свободное, низ расклешенный Длина по переду 105см, спинка - 110см";"56-58";"";"http://stile-n.ru/files/products/parf7603.800x600.jpg?cb4643b5bb8583e0c1f157bef0c4b6bd";"http://stile-n.ru/files/products/parf7603.340x450.jpg?17252ff4c5c948c34da9013181f55ee4"
"1590";"RUB";"Платье  003-12 56-66рр";"http://stile-n.ru/products/plate-003-12-56-66rr";"состав 100% полиэстер (Верх платья - креп-трикотаж) Платье свободное, юбка с подкладом из шифона. Длина платья - 144см";"56-58, 64-66";"";"http://stile-n.ru/files/products/parf8196_1.800x600.jpg?50a91a062a176bd6d49a9f970f36878a";"http://stile-n.ru/files/products/parf8196_1.340x450.jpg?4d4f06a1a0be1d9c2b6dbb4ca6728214"
"1390";"RUB";"Платье 001-45 54-66рр";"http://stile-n.ru/products/plate-001-45-54-66rr";"состав 100% полиэстер (ниагара) Платье на резинке, длина платья 145см";"54";"";"http://stile-n.ru/files/products/parf8181.800x600.jpg?fa105f934b01abad00aa0764d96c8023";"http://stile-n.ru/files/products/parf8181.340x450.jpg?6f7c291e62e2c4b0f733d1f560f55559"
"1090";"RUB";"Платье 803-1 60-70 размер";"http://stile-n.ru/products/plate-803-1-60-70-razmer";"Платье очень свободное, рукав широкий (можно брать и на два размера меньше) Большемерит  Платье с карманами, по переду декоративная сборка Длина по спинке платья 108см";"56-58 на 60-62, 60-62 на 64-66";"";"http://stile-n.ru/files/products/parf0347.800x600.jpg?22901ff097f74052d71315027927ac13";"http://stile-n.ru/files/products/parf0347.340x450.jpg?7dd1afaf0975cd00e3d7cfd902711601"
"1390";"RUB";"Платье 555-8 56-66рр";"http://stile-n.ru/products/plate-555-8-56-66rr";"состав 100% полиэстер (трикотаж фукро) Платье полуприлегающее, с карманами Без замка Длина по спинке - 106см, длина рукава от горловины 52см";"56, 58";"";"http://stile-n.ru/files/products/parf6965.800x600.jpg?67f4257aaad00e2a4b15f5546d9b1ede";"http://stile-n.ru/files/products/parf6965.340x450.jpg?b7385783c8094c5b7e24cab5fe2d8d7d"
"1290";"RUB";"Сарафан 127-5 56-66рр темно-синий";"http://stile-n.ru/products/sarafan-127-5-56-66rr-temno-sinij";"состав 100% полиэстер (костюмная ткань) Сарафан полуприлегающий с карманами Длина сарафана по спинке - 106см";"58, 64, 66";"";"http://stile-n.ru/files/products/parf7010.800x600.jpg?a18d5840b29a973f4b3106f2942a8456";"http://stile-n.ru/files/products/parf7010.340x450.jpg?0cd79210078ae22373d1bd51f697a1e3"
"1290";"RUB";"Сарафан 127-4 56-66рр";"http://stile-n.ru/products/sarafan-127-4-56-66rr";"состав 100% полиэстер (костюмная ткань) Сарафан полуприлегающий с карманами Длина сарафана по спинке - 106см";"56, 58, 60, 62, 64, 66";"";"http://stile-n.ru/files/products/parf6997.800x600.jpg?7ece600aa5278ec07e5ebdb44eed953b";"http://stile-n.ru/files/products/parf6997.340x450.jpg?c8151283b58823a55641e40cf5f845e8"
"1150";"RUB";"Платье 040-20 56-64рр";"http://stile-n.ru/products/plate-040-20-56-64rr";"состав 55% вискоза, 40% полиэстер, 5% эластан (трикотаж джерси, средней плотности) Платье полуприлегающее Длина по спинке - 107см, длина рукава  - 50 см";"56, 60, 62, 64";"";"http://stile-n.ru/files/products/parf6869.800x600.jpg?ef1712d7616122dcd628df708b931fa3";"http://stile-n.ru/files/products/parf6869.340x450.jpg?76056edd7147c3ce9b66cc4ace67c261"
"1250";"RUB";"Платье 040-21 56-64рр";"http://stile-n.ru/products/plate-040-21-56-64rr";"состав 55% вискоза, 40% полиэстер, 5% эластан (трикотаж джерси, средней плотности) Платье полуприлегающее Длина по спинке - 107см, длина рукава  - 50 см";"56, 60, 62";"";"http://stile-n.ru/files/products/parf6821.800x600.jpg?01945142be5c9b9ca2ec2ef406d0ad91";"http://stile-n.ru/files/products/parf6821.340x450.jpg?c88744729fc14e86cab292b90f99d05a"
"1450";"RUB";"Платье 225-6 56-66рр";"http://stile-n.ru/products/plate-225-6-56-66rr-";"состав 55% вискоза, 40% полиэстер, 5% эластан (трикотаж средней плотности, всесезонный, жаккард) Платье свободное, без карманов, по бокам не большие разрезы Длина по спинке -  121 см, рукав - 44  см";"56-58, 60-62";"";"http://stile-n.ru/files/products/parf6941.800x600.jpg?e0f8fb103184a20ec2f89d8446b5a1ee";"http://stile-n.ru/files/products/parf6941.340x450.jpg?0c961a07bc029b2ddd7bfd2a91eb983b"
"1290";"RUB";"Платье 225-5 56-66рр";"http://stile-n.ru/products/plate-225-5-56-66rr-";"состав 55% вискоза, 40% полиэстер, 5% эластан (трикотаж средней плотности, всесезонный) Платье свободное, без карманов, по бокам не большие разрезы Длина по спинке -  121 см, рукав - 44  см";"56-58";"";"http://stile-n.ru/files/products/parf6842.800x600.jpg?17ddc21d3f4b56d5531a298f1f091941";"http://stile-n.ru/files/products/parf6842.340x450.jpg?72323309f3afe502c00718194765e6bc"
"1290";"RUB";"Платье 310-10 56-66рр";"http://stile-n.ru/products/plate-310-10-56-66rr-";"состав 30% вискоза, 70% полиэстер (трикотаж, всесезонный) Платье полуприлегающее, манжет - эко-кожа  Длина по спинке 110см Украшение термоаппликация";"56-58, 60-62, 68-70";"";"http://stile-n.ru/files/products/1parf2520.800x600.jpg?b471d2a4d464310284790b47ab2c7563";"http://stile-n.ru/files/products/1parf2520.340x450.jpg?0a9073f078b055c22a446b050b2d4a35"
"1490";"RUB";"Платье 310-7 56-66рр";"http://stile-n.ru/products/plate-310-7-56-66rr";"состав 30% вискоза, 70% полиэстер (креп-трикотаж) Платье полуприлегающее, по бокам небольшие разрезы Цвет фуксия Длина по спинке 110см, рукав 45см Нашивка из пайеток";"56-58";"";"http://stile-n.ru/files/products/1parf2533.800x600.jpg?e2efdfbb1cb441644a7de84694b9f56b";"http://stile-n.ru/files/products/1parf2533.340x450.jpg?46cc343ffe4ef72d808be3c21cd582e1"
"1690";"RUB";"Платье 205-1 56-66рр";"http://stile-n.ru/products/plate-205-1-56-66rr";"состав 30% вискоза, 70% полиэстер (вязанное полотно, трикотаж) Цвет грязно-розовый меланж Платье полуприлегающее с подкладом в комплекте Длина по спинке 130см (длина подклада 100см)";"56-58, 64-66";"";"http://stile-n.ru/files/products/1parf2751.800x600.jpg?c95e00fd54f441fef1a80ac4ef00a5ce";"http://stile-n.ru/files/products/1parf2751.340x450.jpg?06193230195a8784dc7514a4b8c10f37"
"1490";"RUB";"Платье 225-4 56-70рр";"http://stile-n.ru/products/plate-225-4-56-70rr";"состав 50%вискоза, 45% полиэстер, 5%эластан (трикотаж меланж с напылением, очень красивый) Платье с карманами, свободное Нагрудный карман - пайетки Длина платья 108см, длина рукава от горловины - 60см";"56-58";"";"http://stile-n.ru/files/products/1parf2438.800x600.jpg?69dbb779b4b9f30f51de85a07aed84cf";"http://stile-n.ru/files/products/1parf2438.340x450.jpg?b732db48d7db13b940f08413eb294501"
"1750";"RUB";"Платье 190-5 56-66рр";"http://stile-n.ru/products/plate-190-5-56-66rr";"состав 30% вискоза, 70% полиэстер (трикотаж средней плотности, всесезонный) Платье А-силуэта Длина по спинке -  110 см, длина рукава - 45см";"56-58, 60-62";"";"http://stile-n.ru/files/products/parf7995.800x600.jpg?0465ffc628afd50bfa7e7c258e582095";"http://stile-n.ru/files/products/parf7995.340x450.jpg?f7ebda8d655172e5d4b695624b27dabc"
"1690";"RUB";"Платье 225-3 серое 56-70рр";"http://stile-n.ru/products/plate-225-3-seroe-56-70rr";"состав 50%вискоза, 45% полиэстер, 5%эластан (трикотаж меланж, очень красивый) Платье с карманами, свободное Манжет и нагрудный карман - эко-кожа Длина платья 108см, длина рукава от горловины - 60см";"56-58, 64-66";"";"http://stile-n.ru/files/products/parf0348.800x600.jpg?9c1b60829c1221244ec410803367c524";"http://stile-n.ru/files/products/parf0348.340x450.jpg?6cda52855ffbb640fc02ef002967fdaa"
"1890";"RUB";"Платье+накидка 062-1 56-66рр";"http://stile-n.ru/products/platenakidka-062-1-56-66rr";"состав 100% полиэстер (трикотаж фукро с блеском и шифон) Платье отдельно от накидки Длина платья 100см, рукав короткий Длина туники по спинке - 94см, по переду 67см Рукав свободный";"56, 58, 60, 62";"";"http://stile-n.ru/files/products/1-37.800x600.jpg?d180cfaa921b806c4c2badb7c53d3eaa";"http://stile-n.ru/files/products/1-37.340x450.jpg?c08e4559d79989563cc75ee9bd94b58b"
"1420";"RUB";"Платье Татьяна-30 56-66рр";"http://stile-n.ru/products/plate-tatyana-30-56-66rr";"состав 100% полиэстер (трикотаж масло, не блестит) Украшение в стоимость платья не входит Длина по спинке  - 112см, рукав 45см";"58, 56, 60, 62, 64, 66";"";"http://stile-n.ru/files/products/parf0488_1.800x600.jpg?1f011089aaf7bf6629ebb960c5ced94f";"http://stile-n.ru/files/products/parf0488_1.340x450.jpg?66333b06c5b1660551083507b8ac3142"
"1790";"RUB";"Платье 001а-4 56-66рр";"http://stile-n.ru/products/plate-001a-4-56-66rr";"состав 100% полиэстер (кружево+креп) Платье длинное, на резинке Верх двойной - креп+кружево, юбка с подкладом Длина платья 145 см";"56-58";"";"http://stile-n.ru/files/products/parf0031.800x600.jpg?acfd15d9115edc80bc910c8eae9eccf1";"http://stile-n.ru/files/products/parf0031.340x450.jpg?90990c6c28136e431d17e4cbcc1243e0"
"1690";"RUB";"Платье 258-5 56-70рр";"http://stile-n.ru/products/plate-258-5-56-70rr";"состав 55% вискоза, 40% полиэстер, 5% эластан (трикотаж плотный) Платья свободное, по переду не симметричная складка - застрочена до талии Аппликация пришита Длина платья 110см, рукав 46см";"56-58";"";"http://stile-n.ru/files/products/parf0336.800x600.jpg?bb285b7fbaa40012d5b1210366ddc73a";"http://stile-n.ru/files/products/parf0336.340x450.jpg?25a0f0da2cbc4305f53693400f76a300"
"1390";"RUB";"Платье 040-19 56-66рр, цвет серый";"http://stile-n.ru/products/plate-040-19-56-66rr-tsvet-seryj";"состав 100% полиэстер (трикотаж, средней плотности, люрекс) Платье полуприлегающее Длина по спинке - 106см, рукав 45см";"60, 62, 66";"";"http://stile-n.ru/files/products/parf0443.800x600.jpg?90d55da2ec02e6544a634e2827abe99b";"http://stile-n.ru/files/products/parf0443.340x450.jpg?ba7396e1efa23f31c7662a92ade11ed6"
