"Цена";"Валюта";"Наименование";"Ссылка";"Описание";"Размеры";"";"Изображение";"Маленькое изображение"
"1690";"RUB";"Комплект 860-5 56-66рр";"http://stile-n.ru/products/komplekt-860-5-56-66rr";"Комплект состоит из блузки и юбки. Состав блузки: 100% полиэстер (ниагара) Блузка свободная с ассиметричным низом Состав юбки: 100% полиэстер (трикотаж с напылением, пудра\золото) Юбка на резинке, со шлицей Юбка длиной 68см Рост модели 172см, размер 56-58";"60, 62, 64, 66";"";"http://stile-n.ru/files/products/parf0295_1.800x600.jpg?c7453b8ecfc92c4133bdf78b341e7de2";"http://stile-n.ru/files/products/parf0295_1.340x450.jpg?094d89015c1c8fe35a4eeab00b3b896d"
"1850";"RUB";"Платье 001а-21 светло-серый 56-66рр";"http://stile-n.ru/products/plate-001a-21-svetlo-seryj-56-66rr";"состав 100% полиэстер (ниагара + сетка ) Платье на резинке, свободное Юбка -подклад в комплекте Длина платья 120см Рост модели 172см, размер 58";"60-62, 64-66";"";"http://stile-n.ru/files/products/dscf0677.800x600.jpg?c0fdc70b3f07dadfdf58106d63705e1d";"http://stile-n.ru/files/products/dscf0677.340x450.jpg?2c74e746c35b048ff8149b5573b9fed0"
"2050";"RUB";"Платье 001а-8 56-66рр";"http://stile-n.ru/products/plate-001a-8-56-66rr";"состав 100% хлопок (штапель) Платье на резинке Длина платья по спинке - 147см (до резинки - 47см+юбка 100см Рост модели 172см";"56-58, 64-66";"";"http://stile-n.ru/files/products/parf4359.800x600.jpg?7b09f14aa1dcd5cedcabad020838e37b";"http://stile-n.ru/files/products/parf4359.340x450.jpg?0865cba7b708c7633808cde1868ca0e9"
"1850";"RUB";"Комплект 020-1 56-66рр";"http://stile-n.ru/products/komplekt-020-1-56-66rr";"состав 100% полиэстер (кружево+трикотаж) Комплект состоит от свободного платья и платья на тонких лямках Длина по спинке 115см, рукав 32см  Рост модели 172см, размер 58";"56-58";"";"http://stile-n.ru/files/products/parf2223.800x600.jpg?34cfc182e19fb12678e952979f25bf01";"http://stile-n.ru/files/products/parf2223.340x450.jpg?7206c9e3677c51547cef05c28743461d"
"1950";"RUB";"Комплект 020-4  56-66рр";"http://stile-n.ru/products/komplekt-020-4-56-66rr";"состав 100% полиэстер (сетка+трикотаж) Комплект состоит от свободного платья (перед платья короче спинки) и платья на тонких лямках Длина платья из сетки по спинке 132см, по переду 107см,  рукав 30см  Рост модели 172см, размер 58";"56-58, 60-62, 64-66";"";"http://stile-n.ru/files/products/parf2194.800x600.jpg?ee1150f9f319e2fa81686a1c71067532";"http://stile-n.ru/files/products/parf2194.340x450.jpg?b91816df2d6640025b0b95facb9109cb"
"1850";"RUB";"Комплект 020-3  56-66рр";"http://stile-n.ru/products/komplekt-020-3-56-66rr-";"состав 100% полиэстер (кружево+трикотаж) Комплект состоит от свободного платья и платья на тонких лямках Длина по спинке 115см, рукав 32см  Рост модели 172см, размер 58";"60-62";"";"http://stile-n.ru/files/products/parf2209.800x600.jpg?8b54633508e6fa762cff5d5e610b6eed";"http://stile-n.ru/files/products/parf2209.340x450.jpg?75b4d3895310312d7d3f4ec8472b6d9e"
"1590";"RUB";"Платье 176-15 56-66рр";"http://stile-n.ru/products/plate-176-15-56-66rr";"состав 95% полиэстер, 5% эластан (шифон) Платье свободное, двойной шифон Рукав спущенный Длина платья по основному (верхнему) шифону - 108см (+7см)";"56-58";"";"http://stile-n.ru/files/products/parf2421.800x600.jpg?0337a0f5b8f283f556eadab102664d29";"http://stile-n.ru/files/products/parf2421.340x450.jpg?811c97940881570002abd4443c8196b6"
"1750";"RUB";"Платье 307-1 черное-люрекс 56-66рр";"http://stile-n.ru/products/plate-307-1-chernoe-lyureks-56-66rr";"состав 100% полиэстер (трикотаж) Верх платья трикотаж-люрекс, юбка платья выполнена из сетки и подклада Длина платья 125см, рукав 42см";"56-58";"";"http://stile-n.ru/files/products/parf0946.800x600.jpg?d094bc80bdf7ef103e3e202fe3b725cf";"http://stile-n.ru/files/products/parf0946.340x450.jpg?dc93208174ad7473b0806fc71b3aa2c0"
"1500";"RUB";"Платье Татьяна-40 электрик 56-66рр";"http://stile-n.ru/products/plate-tatyana-40-elektrik-56-66rr";"состав  100% полиэстер (трикотаж-жаккард)   Длина платья 132см, рукав 45см";"60";"";"http://stile-n.ru/files/products/parf1256.800x600.jpg?502294e91488923cbda1397b7f7daba8";"http://stile-n.ru/files/products/parf1256.340x450.jpg?40f66c1c75e1928c20b111add8b4774e"
"1090";"RUB";"Платье 006-3 56-66рр";"http://stile-n.ru/products/plate-006-3-56-66rr";"состав 100% полиэстер (трикотаж браш) Платье на резинке Длина по спинке платья 120см";"56-58";"";"http://stile-n.ru/files/products/parf6853.800x600.jpg?00e0db09496f25dfede8b07d72ad3c5a";"http://stile-n.ru/files/products/parf6853.340x450.jpg?bf699d2c2f72428aeba6ae5b72323d15"
"1850";"RUB";"Платье 735-6 люрекс 58-68рр";"http://stile-n.ru/products/plate-735-6-lyureks-58-68rr";"состав 35% вискоза, 65%полиэстер (трикотаж средней плотности, люрекс) Очень красивый Цвет темно-синий и золото Вырез можно носить как на перед, так и на спинку Длина платья 130см Рост модели 172см, размер 58 (объем груди 118см)";"64-68";"";"http://stile-n.ru/files/products/parf9809.800x600.jpg?ee9b5aceafde08b9004353403b43e93b";"http://stile-n.ru/files/products/parf9809.340x450.jpg?6dc63ff786cfd51b591fe1322eabcc0c"
"1890";"RUB";"865-2 Комплект 56-66рр";"http://stile-n.ru/products/865-2-komplekt-56-66rr";"Юбка состав 70% полиэстер, 30% вискоза (трикотаж плотный) Юбка на резинке, со шлицей Длина юбки 68см Джемпер состав 95% вискоза, 5%лайкра (трикотаж) Джемпер свободный, с лампасами  на рукавах Длина по спинке джемпера  - 70см";"56-58";"";"http://stile-n.ru/files/products/parf9614.800x600.jpg?83608cadd02fefcd52c0312c066f6df4";"http://stile-n.ru/files/products/parf9614.340x450.jpg?dc247b68c9bdf0ddf9b6933895879e55"
"1790";"RUB";"Платье 149-2 56-66рр";"http://stile-n.ru/products/plate-149-2-56-66rr";"состав 100% хлопок Платье-рубашка Платье на груди имеет термоаппликацию Юбка платья выполнена из хлопка с вышивкой Длина платья 110см, рукав 28см  Рост модели 172см, размер 58 (объем по груди118см)";"56-58";"";"http://stile-n.ru/files/products/parf9488.800x600.jpg?adf3c85896e3026d15ae24cc9cdae1bb";"http://stile-n.ru/files/products/parf9488.340x450.jpg?4e5768eb9d95c9b24d033921b4c5f52d"
"1190";"RUB";"Платье 072-11 56-66рр";"http://stile-n.ru/products/plate-072-11-56-66rr";"состав 95% вискоза, 5% лайкра (трикотаж жаккард) Платье А-силуэта На спинке вырез - уголок (кружево)Длина по спинке 105см, рукав 40см";"56-58";"";"http://stile-n.ru/files/products/parf9533.800x600.jpg?4c3eb2c5b30a048570ecb73d5c02da3f";"http://stile-n.ru/files/products/parf9533.340x450.jpg?51a335a977b261a161296ad14389a9c5"
