"Цена";"Валюта";"Наименование";"Ссылка";"Описание";"Размеры";"";"Изображение";"Маленькое изображение"
"1090";"RUB";"Юбка 102-50 56-66рр, бархат";"http://stile-n.ru/products/yubka-102-50-56-66rr-barhat";"Юбка из бархата, низ кружево Юбка на резинке, с разрезом по спинке";"54";"";"http://stile-n.ru/files/products/parf6403.800x600.jpg?b752607d0ca9faaca370aefffe0d475b";"http://stile-n.ru/files/products/parf6403.340x450.jpg?1d1f3d9d7cdfdd1ddcd3896ff27683ef"
"1150";"RUB";"Юбка 103-8 58-64 рр";"http://stile-n.ru/products/yubka-103-8-58-64-rr";"состав 30% вискоза, 70% полиэстер (креп-трикотаж, средней плотности) Юбка на резинке, со шлицей Перед - двухслойный, кружево и креп-трикотаж (цветы вышиты на кружеве) Юбка без подклада Длина юбки - 66см";"60, 62";"";"http://stile-n.ru/files/products/parf6660.800x600.jpg?022282f129a73bbf605ecbc06911c126";"http://stile-n.ru/files/products/parf6660.340x450.jpg?cceab647f40bd222d768f8281556c739"
"1050";"RUB";"Юбка 104-1 56-66рр";"http://stile-n.ru/products/yubka-104-1-56-66rr";"состав 100% полиэстер (бархат плиссировка) Юбка свободная на резинке Длина юбки - 80";"54";"";"http://stile-n.ru/files/products/parf1455.800x600.jpg?7091e5f2fe71042dfbc19529924beae8";"http://stile-n.ru/files/products/parf1455.340x450.jpg?f529363f56b7c4ee571e31776c7c3659"
"1050";"RUB";"Юбка 104-3 54-66рр";"http://stile-n.ru/products/yubka-104-3-54-66rr";"состав 100% полиэстер (бархат плиссировка) Юбка свободная на резинке Длина юбки - 80";"60-62";"";"http://stile-n.ru/files/products/parf1440.800x600.jpg?f058a39e9b1bc4e0ef68952040ed3952";"http://stile-n.ru/files/products/parf1440.340x450.jpg?b4d3e484efb9187f5748363bbbb2469c"
"1150";"RUB";"Юбка 103-7 54-64рр";"http://stile-n.ru/products/yubka-103-7-54-64rr";"состав 50% вискоза, 45% полиэстер, 5% эластан (кружево стрейч + трикотаж) Юбка на резинке, с подкладом Юбка со шлицей Длина юбки - 72см";"54, 56";"";"http://stile-n.ru/files/products/1-67.800x600.jpg?7ab0988d2d35f85140dbb85a120597fc";"http://stile-n.ru/files/products/1-67.340x450.jpg?31cef53bd23c26b53409e81b1b68efe0"
"1150";"RUB";"Брюки 17-23 56-66рр, хлопок-жаккард";"http://stile-n.ru/products/bryuki-17-23-56-66rr-hlopok-zhakkard";"Состав: 100% хлопок, жаккард-стрейч, длина по внутреннему шву 70 см, на замке с карманами";"56";"";"http://stile-n.ru/files/products/img_9008_9009.800x600.jpg?4f304af34ddfec9903df169b10e367ce";"http://stile-n.ru/files/products/img_9008_9009.340x450.jpg?22a7ee8d7d3ed5e13b407153fe5cc8ae"
"690";"RUB";"Юбка 102-9 54-64рр";"http://stile-n.ru/products/yubka-102-9-54-64rr";"состав 30% вискоза,70% полиэстер Юбка со шлицей, на резинке";"54, 58";"";"http://stile-n.ru/files/products/style-717.800x600.jpg?257751b4e4a3b94751c2d6029ef065bb";"http://stile-n.ru/files/products/style-717.340x450.jpg?7bafbe74d0e2ed3a8ecd8712d123c039"
"990";"RUB";"Юбка 103-5 58-64рр";"http://stile-n.ru/products/yubka-103-5-58-64rr";"состав 60% вискоза,35% полиэстер,5% эластан (трикотаж) По переду юбки - кружево с вышивкой Юбка на резинке, со шлицей";"62";"";"http://stile-n.ru/files/products/imgp8325.800x600.jpg?40aebe933834b7e04d59d66d267892ef";"http://stile-n.ru/files/products/imgp8325.340x450.jpg?2eff1c2e529cc7cdf7ccef8f00219314"
"890";"RUB";"Брюки 18-23 серый 56-66рр";"http://stile-n.ru/products/bryuki-18-23-seryj-56-66rr-";"состав 100% полиэстер (костюмная ткань, ткань не тянется, маломерит!!!) Цвет темно-синий меланж Брюки на резинке, с карманами Длина брюк (внутренняя) - 78см";"56-58, 60-62";"";"http://stile-n.ru/files/products/dscf4554.800x600.jpg?9e1251cb7b3ae3cb1a40ffe94e48fae0";"http://stile-n.ru/files/products/dscf4554.340x450.jpg?67821e68e19358706ff23ab31be7ba92"
"750";"RUB";"Юбка 102-03  56-64рр";"http://stile-n.ru/products/yubka-102-03-56-64rr";"состав 30% вискоза, 70% полиэстер (трикотаж отоман, средней плотности, все сезонный) Юбка на резинке, со шлицей";"56, 58";"";"http://stile-n.ru/files/products/DSCF2171_1.800x600.jpg?9c752ac1aa16f55f5d21b6d1b8979e12";"http://stile-n.ru/files/products/DSCF2171_1.340x450.jpg?936986890e48a629c86dc6449efcd405"
"750";"RUB";"Юбка  102-02 54-64рр";"http://stile-n.ru/products/yubka-102-02-54-64rr";"состав 30% вискоза, 70% полиэстер (трикотаж отоман, средней плотности, все сезонный) Юбка на резинке, со шлицей";"56, 58, 60, 62, 64";"";"http://stile-n.ru/files/products/DSCF2378_1.800x600.jpg?404479765f58b58f6057767eacd7086b";"http://stile-n.ru/files/products/DSCF2378_1.340x450.jpg?94892de79a925f4d678e0395c4e60c77"
"750";"RUB";"Юбка  102-01 54-64рр";"http://stile-n.ru/products/yubka-102-01-54-64rr";"состав 30% вискоза, 70% полиэстер (трикотаж отоман, средней плотности, все сезонный) Юбка на резинке, со шлицей";"54, 56, 58, 60, 62";"";"http://stile-n.ru/files/products/DSCF2282_1.800x600.jpg?cacc3c9b2595c91bb5c0a5f22c208000";"http://stile-n.ru/files/products/DSCF2282_1.340x450.jpg?4bfe85ebc3900f2b403c311d14cddb3d"
"690";"RUB";"Юбка 102-17 54-64рр";"http://stile-n.ru/products/yubka-102-17-54-64rr";"состав 60% вискоза,3 5% полиэстер, 5%эластан(трикотаж джерси) Юбка со шлицей, на резинке Длина юбки  - 62см";"56";"";"http://stile-n.ru/files/products/DSCF6771.800x600.jpg?182e40ae92aa3ea1b45026d7746c917c";"http://stile-n.ru/files/products/DSCF6771.340x450.jpg?65ec702fb7ac1e8f456b34b4d05a2db8"
"690";"RUB";"Юбка 102-33 54-64";"http://stile-n.ru/products/yubka-102-33-54-64";"состав 50%вискоза, 45%полиэстер, 5%эластан Длина 68см, есть шлица Юбка на резинке";"54, 56";"";"http://stile-n.ru/files/products/DSCF8587.800x600.jpg?294252cf532e253aa181152a5c40c170";"http://stile-n.ru/files/products/DSCF8587.340x450.jpg?c8da8ed866fbef135c27de36b00ef089"
"750";"RUB";"Юбка 102-8 54-64рр";"http://stile-n.ru/products/yubka-102-8-54-64rr";"состав 60% вискоза, 35%полиэстер, 5%эластан Юбка со шлицей, Длина юбки  - 62см";"56";"";"http://stile-n.ru/files/products/nsbest-4.800x600.jpg?d85d7595169c234a2b67356daf56cc45";"http://stile-n.ru/files/products/nsbest-4.340x450.jpg?8e69b9f243e262ae98df4da8b1cd788c"
"750";"RUB";"Юбка 102-21 фиолетовая 54-64рр";"http://stile-n.ru/products/yubka-102-21-fioletovaya-54-64rr";"состав 30% вискоза, 70% полиэстер";"54, 56";"";"http://stile-n.ru/files/products/DSCF3356.800x600.jpg?188530194d978e1218af88f53380d8a7";"http://stile-n.ru/files/products/DSCF3356.340x450.jpg?1085286875fe1e1368f024a6c4b49bd3"
"830";"RUB";"Юбка 102-42 54-64рр жаккард, зеленый";"http://stile-n.ru/products/yubka-102-42-54-64rr-zhakkard-zelenyj";"состав 100% полиэстер (трикотаж, жаккард, розы) Юбка на резинке, со шлицей Длина юбки - 68см";"56, 60, 62";"";"http://stile-n.ru/files/products/DSCF2685.800x600.jpg?0b24338223ae26a26c513dcfcc95a871";"http://stile-n.ru/files/products/DSCF2685.340x450.jpg?2dc920fb6113dabca87456c063394648"
"850";"RUB";"Юбка 102-10 54-64рр";"http://stile-n.ru/products/yubka-102-10-54-64rr";"состав 60% вискоза,3 5% полиэстер, 5%эластан Перед юбки выполнен из кожи на трикотаже (похоже на замшу), спинка - трикотаж  Юбка со шлицей, на резинке Длина юбки  - 62см";"56";"";"http://stile-n.ru/files/products/DSCF6689.800x600.jpg?0d2c780647f055320cc634cdab23258f";"http://stile-n.ru/files/products/DSCF6689.340x450.jpg?f44390e3a72421557f6a0be60ad9d39e"
"800";"RUB";"Юбка 004-2 56-66рр, с карманами";"http://stile-n.ru/products/yubka-004-2-56-66rr-s-karmanami";"состав 100% хлопок Юбка на резинке, с карманами Длина юбки 114 см";"56-58, 60-62";"";"http://stile-n.ru/files/products/DSCF2505.800x600.jpg?df73168325fd48ec84313ef309d4b841";"http://stile-n.ru/files/products/DSCF2505.340x450.jpg?df7fb6f38f185abb964c65b2b4f2598b"
"1090";"RUB";"Брюки Д19-4 56-66рр какао";"http://stile-n.ru/products/bryuki-d19-4-56-66rr-kakao";"состав 100% хлопок (плотный штапель) Брюки на резинке, с карманами Внутренняя длина брюк 78 см";"56-58";"";"http://stile-n.ru/files/products/DMAT0746_1.800x600.jpg?4cce274a19b6f6cbe5a307c0a39ba656";"http://stile-n.ru/files/products/DMAT0746_1.340x450.jpg?501582cf3cf5845f65a74d905a5dded7"
